name_a,type_a,name_b,type_b,similarity
人員風險,risk,風險,risk,0.9040449857711792
安全風險,risk,實體安全風險,risk,0.9034690856933594
個人資料洩漏,risk,資訊洩漏,risk,0.903369665145874
資料外洩,risk,資料外洩風險,risk,0.902751624584198
檔案遺失,risk,資料遺失,risk,0.9026637077331543
災難,risk,重大災害,risk,0.9021219611167908
企業風險,risk,風險,risk,0.9019865393638611
聘僱風險,risk,人員風險,risk,0.9016799926757812
資訊風險,risk,資料風險,risk,0.9012974500656128
檔案遺失,risk,資料丟失,risk,0.9008777141571045
資料外洩,risk,敏感資訊外洩,risk,0.9007440805435181
營運中斷,risk,業務中斷,risk,0.9007288217544556
安全疑慮,risk,安全問題,risk,0.9006221890449524
機密資料外洩,risk,資訊洩露,risk,0.900172233581543
損失,risk,財務損失,risk,0.9000487923622131
個人資料洩漏,risk,資訊洩露,risk,0.8992317318916321
法規風險,risk,合規風險,risk,0.8988704681396484
安全風險,risk,網路安全風險,risk,0.8982495665550232
敏感資訊外洩,risk,資料洩露,risk,0.8967288732528687
機密性外洩,risk,資訊外洩,risk,0.8966671824455261
組織風險,risk,人員風險,risk,0.8953206539154053
資訊外洩,risk,醫療資訊外洩,risk,0.8950809240341187
資訊洩漏,risk,機密資料外洩,risk,0.8944898843765259
合規風險,risk,風險,risk,0.8943915963172913
公司損失,risk,業務損失,risk,0.8941474556922913
網路交易風險,risk,網路安全風險,risk,0.8929511308670044
資訊風險,risk,資訊產品應用風險,risk,0.8917322158813477
資訊外洩,risk,敏感性資料外洩,risk,0.8909057378768921
資料損失,risk,資料損壞,risk,0.890467643737793
損失,risk,業務損失,risk,0.89029860496521
安全風險,risk,潛在風險,risk,0.8901095390319824
組織風險,risk,企業風險,risk,0.8892065286636353
損失,risk,公司損失,risk,0.8891893625259399
資料外洩,risk,資訊洩露,risk,0.8877034783363342
損失,risk,重大損失,risk,0.8868659734725952
資訊風險,risk,風險,risk,0.8866494297981262
收入損失,risk,財務損失,risk,0.8863399624824524
網路安全風險,risk,雲端安全風險,risk,0.8853116631507874
安全風險,risk,iot安全風險,risk,0.8849453330039978
組織風險,risk,風險,risk,0.8838308453559875
內部舞弊風險,risk,內部控制風險,risk,0.8836110830307007
大數據安全風險,risk,網路安全風險,risk,0.8836092352867126
個人資料洩漏,risk,敏感資訊外洩,risk,0.8834067583084106
事故,risk,意外事件,risk,0.8830360174179077
安全風險,risk,大數據安全風險,risk,0.8828375339508057
安全風險,risk,安全疑慮,risk,0.8827054500579834
醫療資訊外洩,risk,資訊洩露,risk,0.8826085329055786
機密性外洩,risk,資訊洩露,risk,0.8825194239616394
中斷風險,risk,業務中斷風險,risk,0.8821518421173096
機密資料外洩風險,risk,機密資料外洩,risk,0.8816941976547241
冒用風險,risk,風險,risk,0.880923867225647
資訊洩漏,risk,資料外洩,risk,0.8808539509773254
機密資料外洩風險,risk,資料風險,risk,0.8802854418754578
資料丟失,risk,資料損壞,risk,0.880118727684021
資料風險,risk,大數據安全風險,risk,0.8784909248352051
資料風險,risk,資料遺失風險,risk,0.8781259655952454
機密性外洩,risk,資訊洩漏,risk,0.8777981400489807
項目風險,risk,潛在風險,risk,0.877180814743042
資訊安全風險,risk,資料風險,risk,0.8771106004714966
資訊安全風險,risk,資訊產品應用風險,risk,0.8769655227661133
機密性外洩,risk,個資外洩,risk,0.8769271969795227
資訊洩漏,risk,醫療資訊外洩,risk,0.8769012093544006
資訊洩漏,risk,敏感性資料外洩,risk,0.8768007755279541
個人資料洩漏,risk,資訊外洩,risk,0.8764035701751709
醫療資訊外洩,risk,敏感資訊外洩,risk,0.8762830495834351
敏感性資料外洩,risk,資訊洩露,risk,0.8758753538131714
系統無法使用,risk,系統無法執行任務,risk,0.8748317956924438
個人資料洩漏,risk,機密資料外洩,risk,0.8744140267372131
機密性外洩,risk,營業秘密外洩,risk,0.874228835105896
企業風險,risk,人員風險,risk,0.8741751909255981
個人資料洩漏,risk,敏感性資料外洩,risk,0.8732233047485352
服務損失,risk,損失,risk,0.8731441497802734
聘僱風險,risk,風險,risk,0.8726770877838135
安全風險,risk,人員風險,risk,0.8720546960830688
洪水,risk,災害,risk,0.8707833290100098
敏感性資料外洩,risk,資料外洩風險,risk,0.87040776014328
項目風險,risk,人員風險,risk,0.8691999912261963
安全風險,risk,安全問題,risk,0.8689571022987366
個人資料洩漏,risk,資料外洩,risk,0.8672111630439758
收入損失,risk,業務損失,risk,0.8662289381027222
資料損失,risk,資訊資產損失,risk,0.8657642006874084
損失,risk,資訊資產損失,risk,0.865666925907135
資料損失,risk,損失,risk,0.8644528388977051
潛在風險,risk,人員風險,risk,0.8643673658370972
機密性外洩,risk,營業祕密外洩,risk,0.8640620708465576
財務損失,risk,公司損失,risk,0.8639891147613525
機密資料外洩風險,risk,敏感性資料外洩,risk,0.8631871938705444
資料丟失,risk,資料遺失風險,risk,0.8628629446029663
系統無法執行任務,risk,系統故障,risk,0.8626383543014526
資訊安全風險,risk,實體安全風險,risk,0.8624598383903503
企業風險,risk,合規風險,risk,0.8624571561813354
財務損失,risk,業務損失,risk,0.8621337413787842
資訊安全風險,risk,雲端安全風險,risk,0.8618260622024536
資料外洩風險,risk,資料遺失風險,risk,0.8609057664871216
資料洩露,risk,資料外洩風險,risk,0.8607146143913269
大數據安全風險,risk,雲端安全風險,risk,0.8601611852645874
網路安全風險,risk,iot安全風險,risk,0.8600395917892456
個人資料洩漏,risk,個資外洩,risk,0.8600212335586548
郵件資料損毀,risk,資料損壞,risk,0.8594372868537903
項目風險,risk,合規風險,risk,0.8594237565994263
安全問題,risk,物聯網安全性問題,risk,0.8590534925460815
機密資料外洩風險,risk,資料外洩,risk,0.858960747718811
設備被竊取風險,risk,物聯網設備風險,risk,0.8588912487030029
營業秘密外洩,risk,個資外洩,risk,0.8587668538093567
實體安全風險,risk,iot安全風險,risk,0.8581728935241699
資訊風險,risk,網路安全風險,risk,0.8572373390197754
冒用風險,risk,潛在風險,risk,0.8567916750907898
資訊安全風險,risk,iot安全風險,risk,0.8565704226493835
資訊風險,risk,人員風險,risk,0.8563532829284668
潛在風險,risk,身份驗證風險,risk,0.8553057312965393
帳戶入侵,risk,帳號被盜取,risk,0.854836642742157
醫療資訊外洩,risk,資料洩露,risk,0.8546808958053589
項目風險,risk,企業風險,risk,0.8544126152992249
作業系統風險,risk,系統風險,risk,0.8543828129768372
網路安全風險,risk,物聯網設備風險,risk,0.8530022501945496
設備故障,risk,系統故障,risk,0.8529272675514221
潛在風險,risk,合規風險,risk,0.8520771265029907
網路安全風險,risk,軟體漏洞風險,risk,0.8520481586456299
資料損失,risk,資料遺失,risk,0.850523054599762
硬碟損毀,risk,硬碟故障,risk,0.8503713607788086
資訊安全風險,risk,密碼模組安全性風險,risk,0.849538266658783
項目風險,risk,組織風險,risk,0.848526656627655
項目風險,risk,資料風險,risk,0.8482953310012817
資訊風險,risk,大數據安全風險,risk,0.8481372594833374
潛在風險,risk,企業風險,risk,0.8480826020240784
潛在風險,risk,竄改風險,risk,0.8480117321014404
資訊風險,risk,項目風險,risk,0.847546398639679
潛在風險,risk,聘僱風險,risk,0.8464744091033936
企業風險,risk,聘僱風險,risk,0.8461742401123047
外洩風險,risk,機密性外洩,risk,0.8459600806236267
個人資料洩漏,risk,隱私侵害,risk,0.8443180322647095
業務中斷風險,risk,企業風險,risk,0.8441463708877563
實體安全風險,risk,網路安全風險,risk,0.8433677554130554
資訊風險,risk,企業風險,risk,0.8429657220840454
系統中斷,risk,系統故障,risk,0.8424385190010071
大數據安全風險,risk,iot安全風險,risk,0.8419767618179321
服務損失,risk,業務損失,risk,0.841124951839447
收入損失,risk,公司損失,risk,0.8407779335975647
內部控制風險,risk,合規風險,risk,0.8407031297683716
人員風險,risk,合規風險,risk,0.8396631479263306
大數據安全風險,risk,資料外洩風險,risk,0.8396298885345459
資料遺失,risk,資料遺失風險,risk,0.8394213914871216
組織風險,risk,合規風險,risk,0.838809609413147
重大損失,risk,業務損失,risk,0.8376030921936035
資料損失,risk,服務損失,risk,0.8375248312950134
安全疑慮,risk,安全威脅,risk,0.8369381427764893
資訊風險,risk,組織風險,risk,0.8363426923751831
合規風險,risk,竄改風險,risk,0.8361802101135254
資料風險,risk,人員風險,risk,0.8352775573730469
業務損失,risk,資訊資產損失,risk,0.834668755531311
實體安全風險,risk,大數據安全風險,risk,0.8334439396858215
iot安全風險,risk,雲端安全風險,risk,0.833159327507019
機密資料外洩風險,risk,資料遺失風險,risk,0.8323422074317932
外洩風險,risk,冒用風險,risk,0.8320323824882507
項目風險,risk,聘僱風險,risk,0.8318427801132202
作業系統風險,risk,軟體漏洞風險,risk,0.8317998647689819
系統無法使用,risk,系統故障,risk,0.8313195109367371
項目風險,risk,資訊產品應用風險,risk,0.8309316039085388
冒用風險,risk,身份驗證風險,risk,0.8307121992111206
機密性外洩,risk,醫療資訊外洩,risk,0.8299393653869629
組織風險,risk,聘僱風險,risk,0.8297097682952881
財務損失,risk,重大損失,risk,0.8290637731552124
外洩風險,risk,資料風險,risk,0.8275280594825745
合規風險,risk,權限提升風險,risk,0.8274006843566895
非法侵害,risk,人格權受侵害,risk,0.8269719481468201
災難,risk,洪水,risk,0.8269608020782471
重大損失,risk,公司損失,risk,0.8268219828605652
內部控制風險,risk,企業風險,risk,0.8262107372283936
資料損失,risk,資料遺失風險,risk,0.8258336186408997
系統故障,risk,系統崩潰,risk,0.8256823420524597
營業祕密外洩,risk,個資外洩,risk,0.8255624771118164
密碼模組安全性風險,risk,大數據安全風險,risk,0.8254704475402832
資料遺失,risk,資料損壞,risk,0.825356125831604
財務損失,risk,資訊資產損失,risk,0.8245247602462769
資料風險,risk,資料控制權下降風險,risk,0.8239575624465942
事故,risk,人員傷亡,risk,0.8233736753463745
網路交易風險,risk,冒用風險,risk,0.8227760791778564
組織風險,risk,作業系統風險,risk,0.822390079498291
非法侵害通訊自由,risk,非法侵害,risk,0.8215148448944092
設備被竊取風險,risk,iot安全風險,risk,0.8214375376701355
外洩風險,risk,竄改風險,risk,0.8209786415100098
外洩風險,risk,軟體漏洞風險,risk,0.8203150033950806
密碼模組安全性風險,risk,軟體漏洞風險,risk,0.8192165493965149
系統中斷,risk,系統崩潰,risk,0.8189317584037781
外洩風險,risk,密碼模組風險,risk,0.8178174495697021
安全疑慮,risk,iot安全風險,risk,0.817373514175415
冒用風險,risk,聘僱風險,risk,0.8171721696853638
業務中斷風險,risk,業務中斷,risk,0.816368818283081
密碼模組風險,risk,軟體漏洞風險,risk,0.8160992860794067
重大災害,risk,重大傷害,risk,0.8159011006355286
密碼模組風險,risk,身份驗證風險,risk,0.8154509663581848
內部控制風險,risk,組織風險,risk,0.8153484463691711
法規風險,risk,權限提升風險,risk,0.8152531385421753
軟體漏洞風險,risk,雲端安全風險,risk,0.8144648671150208
密碼模組安全性風險,risk,iot安全風險,risk,0.8138701319694519
公司損失,risk,資訊資產損失,risk,0.8133517503738403
漏洞利用,risk,安全漏洞影響,risk,0.8131816387176514
冒用風險,risk,竄改風險,risk,0.8130832314491272
資訊資產損失,risk,資料丟失,risk,0.8129996061325073
實體安全風險,risk,物聯網設備風險,risk,0.8127449750900269
隱私侵害,risk,人格權受侵害,risk,0.8117852210998535
實體安全風險,risk,雲端安全風險,risk,0.8117331266403198
網路交易風險,risk,物聯網設備風險,risk,0.8115614056587219
雲端採用風險,risk,聘僱風險,risk,0.8114972710609436
安全問題,risk,安全威脅,risk,0.8113940358161926
服務損失,risk,重大損失,risk,0.8111171722412109
重大災害,risk,重大損失,risk,0.8110125660896301
密碼模組風險,risk,竄改風險,risk,0.8095434308052063
外洩風險,risk,個資外洩,risk,0.80933678150177
服務損失,risk,資訊資產損失,risk,0.8089766502380371
營運中斷,risk,系統中斷,risk,0.8089429140090942
物聯網設備風險,risk,iot安全風險,risk,0.8081631660461426
損失,risk,資料丟失,risk,0.8080607056617737
安全漏洞影響,risk,軟體漏洞風險,risk,0.8077738285064697
密碼模組安全性風險,risk,雲端安全風險,risk,0.8074772357940674
硬碟損毀,risk,資料損壞,risk,0.8068699836730957
聘僱風險,risk,身份驗證風險,risk,0.8067996501922607
重大損失,risk,資訊資產損失,risk,0.805995762348175
身份驗證風險,risk,竄改風險,risk,0.8058080077171326
實體安全風險,risk,作業系統風險,risk,0.8054523468017578
設備被竊取風險,risk,實體安全風險,risk,0.8047001361846924
實體安全風險,risk,密碼模組安全性風險,risk,0.8041433691978455
機密資料外洩風險,risk,密碼模組風險,risk,0.8040952682495117
外洩風險,risk,雲端安全風險,risk,0.8038559556007385
系統中斷,risk,業務中斷,risk,0.8034263849258423
服務損失,risk,資料丟失,risk,0.8032810091972351
密碼模組風險,risk,雲端安全風險,risk,0.8019306659698486
內部控制風險,risk,竄改風險,risk,0.8015516400337219
資料控制權下降風險,risk,權限提升風險,risk,0.8013649582862854
資訊產品應用風險,risk,軟體漏洞風險,risk,0.8011735677719116
作業系統風險,risk,資訊產品應用風險,risk,0.8001105785369873
密碼模組風險,risk,資訊產品應用風險,risk,0.8000882267951965
csp (密碼服務提供模組),tool,密碼服務提供模組 (csp),tool,0.984917163848877
入侵偵測系統 (ids),tool,入侵檢測系統 (ids),tool,0.9763245582580566
代理型防火牆,tool,代理防火牆,tool,0.9725877642631531
封包過濾防火牆,tool,封包過濾型防火牆,tool,0.9604307413101196
網路層防火牆,tool,網路防火牆,tool,0.9589981436729431
密碼演算法,tool,加密演算法,tool,0.9580968618392944
蜂蜜罐,tool,蜜罐,tool,0.9548132419586182
應用層防火牆,tool,網路應用程式防火牆,tool,0.9526974558830261
攻擊工具包,tool,攻擊工具,tool,0.9489398002624512
ssl,tool,ssl/tls,tool,0.941652774810791
firewall,tool,防火牆,tool,0.9409328699111938
防毒解毒軟體,tool,防毒軟體,tool,0.9396852254867554
偽造應用程式,tool,偽造的 apps,tool,0.939527690410614
防火牆,tool,網路防火牆,tool,0.9390828609466553
網路監控工具,tool,網路監聽工具,tool,0.9386419057846069
對稱式加密演算法,tool,加密演算法,tool,0.9369492530822754
過濾型防火牆,tool,封包過濾型防火牆,tool,0.9361742734909058
對稱式密碼學,tool,對稱式加密,tool,0.9360502362251282
反編譯器,tool,反組譯器,tool,0.9338862299919128
對稱式加密,tool,對稱金鑰加密,tool,0.9320250153541565
相關設備,tool,設備,tool,0.9312671422958374
網路型入侵偵測系統,tool,入侵偵測系統,tool,0.9293279051780701
對稱式加密,tool,對稱式加密演算法,tool,0.9292035102844238
netstat-a,tool,netstat,tool,0.9288180470466614
firewall,tool,網路防火牆,tool,0.9281190633773804
防火牆,tool,防火牆 (firewall),tool,0.9277941584587097
軟體工具,tool,工具,tool,0.9245051741600037
非對稱金鑰加密,tool,非對稱金鑰演算法,tool,0.9243369698524475
反惡意軟體,tool,惡意軟體,tool,0.9219207763671875
密碼模組,tool,硬體密碼模組,tool,0.9204703569412231
客製化惡意軟體,tool,惡意軟體,tool,0.9167827367782593
firewall,tool,防火牆 (firewall),tool,0.9167718887329102
網路防火牆,tool,防火牆 (firewall),tool,0.9164403676986694
感應燈光,tool,觸發燈光,tool,0.9144129753112793
非對稱式密碼學,tool,非對稱金鑰加密,tool,0.9143444299697876
解密演算法,tool,密碼演算法,tool,0.9133269786834717
網路層防火牆,tool,防火牆,tool,0.9126269221305847
數位憑證認證機構,tool,憑證機構,tool,0.9123449921607971
門鎖,tool,鎖,tool,0.9092481136322021
對稱式演算法,tool,對稱式加密演算法,tool,0.9087094664573669
網路監聽工具,tool,監視工具,tool,0.9075080156326294
發電機,tool,柴油發電機,tool,0.9074448347091675
密碼模組,tool,軟體密碼模組,tool,0.9070383310317993
攻擊工具,tool,駭客工具,tool,0.9063688516616821
firewall,tool,網路層防火牆,tool,0.9059141874313354
生理特徵認證設備,tool,生理特徵設備,tool,0.9048284292221069
記錄器,tool,錄碼機,tool,0.9043846726417542
弱掃工具,tool,掃描工具,tool,0.9026154279708862
凱薩加密演算法,tool,加密演算法,tool,0.9025255441665649
vpn 服務,tool,加密 vpn 連線服務,tool,0.9017303586006165
解密演算法,tool,加密演算法,tool,0.9012938737869263
對稱式加密演算法,tool,密碼演算法,tool,0.9012368321418762
軟體掃描工具,tool,掃描工具,tool,0.9009886384010315
防病毒軟體,tool,防毒軟體,tool,0.9005602598190308
硬體密碼模組,tool,軟體密碼模組,tool,0.8993209004402161
網路層防火牆,tool,傳輸層防火牆,tool,0.897258460521698
數位憑證,tool,數位憑證認證機構,tool,0.8966104984283447
感測器,tool,感測設備,tool,0.8961544632911682
鎖,tool,密碼鎖,tool,0.8957235217094421
手機防毒軟體,tool,防毒軟體,tool,0.8955391049385071
網路層防火牆,tool,防火牆 (firewall),tool,0.8946030735969543
ssl,tool,ssl vpn,tool,0.8937953114509583
感應燈光,tool,感應燈光設備,tool,0.8937110900878906
對稱式密碼學,tool,密碼學,tool,0.8932139277458191
惡意軟體,tool,惡意程式偵測軟體,tool,0.8930696249008179
加密工具,tool,非對稱加密工具,tool,0.8921579122543335
入侵偵測系統,tool,入侵防禦系統,tool,0.8902905583381653
惡意程式偵測軟體,tool,惡意軟體分析工具,tool,0.8902188539505005
網路應用程式防火牆,tool,網路防火牆,tool,0.8898058533668518
軟體掃描工具,tool,軟體工具,tool,0.8879550695419312
入侵偵測設備,tool,入侵偵測系統,tool,0.8876050710678101
ssl vpn,tool,vpn,tool,0.886136531829834
柵欄加密演算法,tool,加密演算法,tool,0.8855119347572327
非對稱式密碼學,tool,非對稱金鑰演算法,tool,0.8853013515472412
備援設備,tool,資安設備,tool,0.8843203783035278
網路監控工具,tool,監視工具,tool,0.8841487169265747
加密工具,tool,工具,tool,0.8823014497756958
實體設施,tool,設備,tool,0.8813631534576416
備援設備,tool,設備,tool,0.8812242746353149
過濾型防火牆,tool,封包過濾防火牆,tool,0.8801767230033875
資安設備,tool,設備,tool,0.8798497319221497
對稱式密碼學,tool,對稱式加密演算法,tool,0.8789531588554382
對稱式密碼學,tool,對稱金鑰加密,tool,0.8786946535110474
生理特徵認證設備,tool,認證設備,tool,0.8782306909561157
資料保密演算法,tool,密碼演算法,tool,0.8782086372375488
單一晶片模組,tool,單一晶片,tool,0.878136932849884
rsa演算法,tool,加密演算法,tool,0.8779586553573608
filevault,tool,檔案保險箱 (filevault),tool,0.8774813413619995
雜湊工具,tool,工具,tool,0.8772485256195068
應用層閘道器,tool,閘道器,tool,0.8765779137611389
工具,tool,備份工具,tool,0.8759042620658875
駭客工具,tool,漏洞掃描工具,tool,0.8756728172302246
介面程式庫,tool,程式庫,tool,0.8751051425933838
軟體掃描工具,tool,漏洞掃描工具,tool,0.8748511075973511
風險位階矩陣 (risk level matrix),tool,風險位階矩陣,tool,0.8746613264083862
3des,tool,des,tool,0.874567449092865
應用代理閘道防火牆,tool,代理防火牆,tool,0.8745065927505493
入侵偵測設備,tool,資安設備,tool,0.8738273978233337
非對稱式密碼學,tool,對稱式密碼學,tool,0.873043954372406
反向代理伺服器,tool,代理伺服器,tool,0.872229814529419
資料保密演算法,tool,加密演算法,tool,0.8720896244049072
備份軟體,tool,備份工具,tool,0.8715016841888428
防禦主機防火牆,tool,防火牆,tool,0.8714534044265747
輔助工具,tool,工具,tool,0.8714324235916138
監視器,tool,監視工具,tool,0.8711796998977661
反惡意軟體,tool,客製化惡意軟體,tool,0.8709307312965393
mapper,tool,nmap,tool,0.8708859086036682
應用代理閘道防火牆,tool,應用層防火牆,tool,0.8707337379455566
數位憑證,tool,ev-ssl數位憑證,tool,0.8705624938011169
手機防毒軟體,tool,防病毒軟體,tool,0.8704656362533569
網路防火牆,tool,代理防火牆,tool,0.8697326183319092
物聯網閘道器,tool,閘道器,tool,0.8682377934455872
傳輸層防火牆,tool,防火牆,tool,0.8679227232933044
稽核工具,tool,工具,tool,0.8672550320625305
firewall,tool,代理防火牆,tool,0.8665233850479126
實體安全設施,tool,實體安全機制,tool,0.8662219047546387
公私鑰,tool,私密金鑰,tool,0.8661998510360718
rsa演算法,tool,密碼演算法,tool,0.8655967712402344
防火牆,tool,代理防火牆,tool,0.8653771281242371
惡意軟體,tool,惡意軟體分析工具,tool,0.8653467893600464
網路層防火牆,tool,應用層防火牆,tool,0.8650365471839905
受控電腦,tool,電腦,tool,0.8649687170982361
弱掃工具,tool,軟體掃描工具,tool,0.8647712469100952
公開金鑰加密,tool,私密金鑰,tool,0.864761233329773
主機型入侵偵測系統,tool,入侵偵測系統,tool,0.8630004525184631
對稱金鑰加密,tool,對稱式加密演算法,tool,0.8627837896347046
網路層防火牆,tool,網路應用程式防火牆,tool,0.8626223802566528
應用代理閘道防火牆,tool,代理型防火牆,tool,0.8624153733253479
zenmap,tool,nmap,tool,0.8617659211158752
vpn,tool,虛擬私有網路 (vpn),tool,0.861693263053894
實體安全設施,tool,資安設備,tool,0.8615715503692627
凱薩加密演算法,tool,密碼演算法,tool,0.8609364628791809
加密工具,tool,加密軟體,tool,0.860896646976471
入侵偵測與防禦系統 (idps),tool,入侵偵測系統 (ids),tool,0.8608678579330444
生理特徵認證設備,tool,生物辨識設備,tool,0.8601868152618408
應用層防火牆,tool,網路防火牆,tool,0.8600896000862122
對稱金鑰加密,tool,非對稱金鑰加密,tool,0.8596311807632446
防禦主機防火牆,tool,網路防火牆,tool,0.8592173457145691
日誌管理方案,tool,日誌管理系統,tool,0.8585806488990784
加密工具,tool,軟體工具,tool,0.8583219647407532
usim,tool,siem,tool,0.8581599593162537
對稱式加密演算法,tool,凱薩加密演算法,tool,0.8579717874526978
加密工具,tool,備份工具,tool,0.8576326370239258
bs 7799 part 2,tool,bs 7799 part 1,tool,0.8568987250328064
工具,tool,攻擊工具,tool,0.8568285703659058
物聯網閘道器,tool,vpn 閘道器,tool,0.8566026091575623
入侵偵測設備,tool,感測設備,tool,0.8564761877059937
解密演算法,tool,資料保密演算法,tool,0.8560269474983215
加密工具,tool,駭客工具,tool,0.8560053706169128
軟體工具,tool,駭客工具,tool,0.855842113494873
資料備份機制,tool,資料備份,tool,0.8554236888885498
公開金鑰加密,tool,對稱金鑰加密,tool,0.8549202084541321
網路層防火牆,tool,代理防火牆,tool,0.8547626733779907
sha2,tool,sha-2,tool,0.8542998433113098
電流感應器,tool,感測器,tool,0.8538668751716614
802.11i,tool,ieee 802.11,tool,0.8537132143974304
柵欄加密演算法,tool,密碼演算法,tool,0.8536561727523804
攻擊工具包,tool,駭客工具,tool,0.8534897565841675
感應燈光,tool,警報燈光,tool,0.8534890413284302
感測器,tool,煙霧感應器,tool,0.8533989787101746
門鎖,tool,密碼鎖,tool,0.8530635237693787
工具,tool,駭客工具,tool,0.8530288338661194
工具,tool,掃描工具,tool,0.852990448474884
應用層防火牆,tool,防火牆,tool,0.8528205752372742
對稱式加密演算法,tool,解密演算法,tool,0.8526290059089661
ssl vpn,tool,ssl/tls,tool,0.8522397875785828
cpu,tool,電腦,tool,0.8521626591682434
警報系統,tool,入侵偵測系統,tool,0.8520991802215576
軟體密碼模組,tool,加密軟體,tool,0.8520568609237671
waf,tool,wep,tool,0.8518926501274109
電腦科技,tool,電腦,tool,0.8517929911613464
軟體工具,tool,備份工具,tool,0.8514331579208374
密碼學,tool,密碼演算法,tool,0.8509717583656311
認證設備,tool,設備,tool,0.8509677648544312
硬體安全鑰匙,tool,硬體密碼模組,tool,0.8503401875495911
感測設備,tool,設備,tool,0.8500849604606628
非對稱式密碼學,tool,密碼學,tool,0.8497115969657898
密碼學,tool,私密金鑰,tool,0.8493258953094482
傳輸層防火牆,tool,網路防火牆,tool,0.8489670753479004
mapper,tool,zenmap,tool,0.8487603664398193
sql,tool,sql指令,tool,0.8486875295639038
對稱式加密,tool,加密演算法,tool,0.8485742211341858
wpa,tool,wpa2,tool,0.8484971523284912
安全等級三密碼模組,tool,安全等級四密碼模組,tool,0.8484659194946289
防火牆,tool,代理型防火牆,tool,0.8481392860412598
過濾型防火牆,tool,防火牆,tool,0.8477939367294312
應用代理閘道防火牆,tool,網路應用程式防火牆,tool,0.8474748730659485
弱掃工具,tool,漏洞掃描工具,tool,0.8472045063972473
防禦主機防火牆,tool,基於主機的防火牆,tool,0.8465476632118225
firewall,tool,應用層防火牆,tool,0.8465440273284912
firewall,tool,防禦主機防火牆,tool,0.8465439081192017
802.11i,tool,802.11f,tool,0.846516489982605
閉路電視,tool,閉路電視監視器,tool,0.8463723659515381
存取控制軟體,tool,存取控制系統,tool,0.8458585143089294
sim卡,tool,usim卡,tool,0.8457172513008118
實體安全機制,tool,安全系統,tool,0.8450339436531067
閘道器,tool,vpn 閘道器,tool,0.8448084592819214
nessus,tool,wsus,tool,0.8439933061599731
ecc,tool,crc,tool,0.8436946868896484
對稱式演算法,tool,加密演算法,tool,0.84349524974823
firewall,tool,傳輸層防火牆,tool,0.8430591225624084
安全等級二密碼模組,tool,安全等級四密碼模組,tool,0.8427549600601196
webtrust,tool,trustsec,tool,0.8424569964408875
代理型防火牆,tool,網路防火牆,tool,0.8424453735351562
網路層防火牆,tool,防禦主機防火牆,tool,0.8422368168830872
對稱式加密演算法,tool,柵欄加密演算法,tool,0.8422220945358276
siem系統,tool,siem,tool,0.841558575630188
生物辨識,tool,生物辨識掃描,tool,0.8414657115936279
認證設備,tool,資安設備,tool,0.8412070274353027
弱掃工具,tool,工具,tool,0.8409033417701721
入侵偵測與防範,tool,入侵偵測系統,tool,0.8405865430831909
資料儲存,tool,儲存媒體,tool,0.8401923179626465
備用燈光,tool,警報燈光,tool,0.8401457071304321
入侵偵測與防禦系統 (idps),tool,入侵檢測系統 (ids),tool,0.8395922780036926
mirai 物聯網惡意軟體,tool,mirai 惡意程式,tool,0.8395624160766602
原始碼檢測工具,tool,漏洞掃描工具,tool,0.8393187522888184
漏洞掃描工具,tool,掃描工具,tool,0.8389735817909241
網路層防火牆,tool,代理型防火牆,tool,0.8386169075965881
反惡意軟體,tool,惡意程式偵測軟體,tool,0.8383658528327942
rc4,tool,rc6,tool,0.8383611440658569
sha2,tool,sha-1,tool,0.8383116722106934
防禦主機防火牆,tool,防火牆 (firewall),tool,0.8381072282791138
firewall,tool,代理型防火牆,tool,0.8380764126777649
中介軟體,tool,代理軟體,tool,0.837942361831665
elgamal 演算法,tool,加密演算法,tool,0.8377747535705566
utm產品,tool,utm,tool,0.8376246690750122
密碼學,tool,密碼模組,tool,0.8374996185302734
公開金鑰加密,tool,公私鑰,tool,0.8367354869842529
網路監控工具,tool,稽核工具,tool,0.8367277383804321
安全等級二密碼模組,tool,安全等級三密碼模組,tool,0.8365055918693542
metasploit,tool,駭客工具,tool,0.8360057473182678
相關設備,tool,感測設備,tool,0.8354976773262024
即時備援系統,tool,erp 備援系統,tool,0.8353615999221802
加密工具,tool,攻擊工具,tool,0.8348339796066284
一次性密碼 (otp),tool,一次性密碼,tool,0.8345974683761597
rsa演算法,tool,解密演算法,tool,0.834292471408844
資料庫管理系統,tool,日誌管理系統,tool,0.833987832069397
反間諜軟體,tool,反惡意軟體,tool,0.8336796164512634
稽核工具,tool,掃描工具,tool,0.833615243434906
個人識別證,tool,ic 識別證,tool,0.8335867524147034
代理防火牆,tool,防火牆 (firewall),tool,0.833398163318634
rsa演算法,tool,對稱式加密演算法,tool,0.833328366279602
觸發燈光,tool,警報燈光,tool,0.8332871794700623
稽核工具,tool,網路監聽工具,tool,0.8332272171974182
jca,tool,jce,tool,0.8332270979881287
非對稱金鑰加密,tool,非對稱加密工具,tool,0.8331440687179565
靜態分析程式碼掃描工具,tool,原始碼檢測工具,tool,0.8330993056297302
過濾型防火牆,tool,傳輸層防火牆,tool,0.8329786062240601
警報系統,tool,安全系統,tool,0.8327385187149048
tkip,tool,wep,tool,0.832660973072052
驗證碼,tool,行動碼,tool,0.8322033882141113
實體安全設施,tool,安全系統,tool,0.8321305513381958
